,address,area,beds,full_bathrooms,half_bathrooms,price
894,"19820 N 13TH Avenue 277, Phoenix, AZ 85027","1,074 sq.ft.",2 beds,2 ,,"$320,000"
895,"16 W ENCANTO Boulevard 413, Phoenix, AZ 85003",845 sq.ft.,1 beds,1 ,,"$310,000"
896,"10030 W INDIAN SCHOOL Road 256, Phoenix, AZ 85037","1,037 sq.ft.",2 beds,2 ,,"$267,500"
897,"10030 W INDIAN SCHOOL Road 203, Phoenix, AZ 85037",803 sq.ft.,1 beds,1 ,,"$250,000"
898,"4625 W THOMAS Road 60, Phoenix, AZ 85031",891 sq.ft.,2 beds,1 ,,"$239,000"
899,"6818 N 35TH Avenue J, Phoenix, AZ 85017",728 sq.ft.,1 beds,1 ,,"$159,900"
900,"210 E Georgia Avenue, Phoenix, AZ 85012","4,738 sq.ft.",5 beds,5 ,,"$2,795,000"
901,"1540 W OLNEY Avenue -, Phoenix, AZ 85041",,,,,"$1,300,000"
902,"13234 N 11TH Avenue, Phoenix, AZ 85029","3,082 sq.ft.",4 beds,3 ,,"$1,099,000"
903,"1011 W ROOSEVELT Street, Phoenix, AZ 85007",,,,,"$885,000"
904,"3815 E SHAW BUTTE Drive, Phoenix, AZ 85028","1,924 sq.ft.",3 beds,2 ,,"$725,000"
905,"3014 W GRAN PARADISO Drive, Phoenix, AZ 85086","3,956 sq.ft.",5 beds,4 ,,"$725,000"
906,"35216 N 14TH Street, Phoenix, AZ 85086","2,289 sq.ft.",3 beds,2 ,,"$684,900"
907,"16242 N 11TH Place, Phoenix, AZ 85022","2,149 sq.ft.",3 beds,2 ,,"$610,000"
908,"2989 N 44TH Street 3028, Phoenix, AZ 85018","1,743 sq.ft.",3 beds,3 ,,"$575,000"
909,"2131 W Mulberry Drive, Phoenix, AZ 85015","1,610 sq.ft.",3 beds,2 ,,"$525,000"
910,"2023 E MONTE VISTA Road, Phoenix, AZ 85006","1,785 sq.ft.",4 beds,3 ,,"$499,900"
911,"2221 E UNION HILLS Drive 163, Phoenix, AZ 85024","1,502 sq.ft.",3 beds,3 ,,"$469,000"
912,"26321 N Central Avenue -, Phoenix, AZ 85085",,,,,"$465,000"
913,"17606 N 17TH Place 1053, Phoenix, AZ 85022","1,571 sq.ft.",3 beds,3 ,,"$465,000"
914,"6638 S 6TH Avenue, Phoenix, AZ 85041","2,019 sq.ft.",4 beds,2 ,,"$450,000"
915,"3611 N 21st Drive, Phoenix, AZ 85015","1,003 sq.ft.",2 beds,1 ,,"$429,900"
916,"3320 N 39th Drive, Phoenix, AZ 85019","1,305 sq.ft.",4 beds,2 ,,"$409,900"
917,"14633 N 33RD Avenue, Phoenix, AZ 85053","1,456 sq.ft.",4 beds,2 ,,"$379,900"
918,"5552 W WILSHIRE Drive, Phoenix, AZ 85035","1,594 sq.ft.",3 beds,1 ,,"$344,900"
919,"26321 N 2nd Street -, Phoenix, AZ 85085",,,,,"$325,000"
920,"1578 W CAMPBELL Avenue, Phoenix, AZ 85015","1,584 sq.ft.",3 beds,2 ,,"$309,999"
921,"10828 N BILTMORE Drive 149, Phoenix, AZ 85029","1,036 sq.ft.",2 beds,2 ,,"$250,000"
922,"3830 E LAKEWOOD Parkway 2123, Phoenix, AZ 85048",693 sq.ft.,1 beds,1 ,,"$239,900"
923,"5429 N Black Cyn Highway, Phoenix, AZ 85015","1,100 sq.ft.",3 beds,2 ,,"$160,000"
924,"5201 W CAMELBACK Road E105, Phoenix, AZ 85031",900 sq.ft.,2 beds,1 ,,"$49,499"
925,"2515 E Sweetwater Ave, Phoenix, AZ 85032","1,440 sq.ft.",4 beds,2 ,,"$449,777"
926,"725 W BUTLER Drive, Phoenix, AZ 85021","2,467 sq.ft.",3 beds,3 ,,"$949,900"
927,"4131 W Saddlehorn Road, Phoenix, AZ 85083","2,708 sq.ft.",4 beds,3 ,,"$785,000"
928,"2839 E Le Marche Avenue, Phoenix, AZ 85032",,,,,"$750,000"
929,"3643 W MISSOURI Avenue, Phoenix, AZ 85019","1,462 sq.ft.",4 beds,2 ,,"$430,000"
930,"1818 W TONTO Street, Phoenix, AZ 85007","1,513 sq.ft.",3 beds,2 ,,"$425,000"
931,"4142 E AGAVE Road, Phoenix, AZ 85044","1,652 sq.ft.",2 beds,3 ,,"$424,900"
932,"1030 E BETHANY HOME Road 110, Phoenix, AZ 85014","1,378 sq.ft.",2 beds,2 ,,"$369,900"
933,"6431 W DEVONSHIRE Avenue, Phoenix, AZ 85033","2,624 sq.ft.",5 beds,3 ,,"$355,000"
934,"5201 W CAMELBACK Road H238, Phoenix, AZ 85031","1,056 sq.ft.",2 beds,2 ,,"$115,000"
935,"3201 E LAS ROCAS Drive, Phoenix, AZ 85028","3,041 sq.ft.",5 beds,4 ,,"$1,925,000"
936,"15033 S 7TH Street, Phoenix, AZ 85048","3,379 sq.ft.",4 beds,3 ,,"$1,099,000"
937,"4517 E Monte Cristo Avenue, Phoenix, AZ 85032","3,462 sq.ft.",4 beds,3 ,,"$989,000"
938,"16044 S 28TH Street, Phoenix, AZ 85048","2,294 sq.ft.",4 beds,2 ,,"$759,900"
939,"937 E AMELIA Avenue, Phoenix, AZ 85014","1,768 sq.ft.",3 beds,3 ,,"$750,000"
940,"8911 S 14TH Way, Phoenix, AZ 85042","2,514 sq.ft.",4 beds,3 ,,"$745,000"
941,"4501 E GROVERS Avenue, Phoenix, AZ 85032","1,812 sq.ft.",4 beds,2 ,,"$649,800"
942,"1826 E FAIRMOUNT Avenue, Phoenix, AZ 85016","1,948 sq.ft.",4 beds,3 ,,"$599,900"
943,"8604 N 14TH Street, Phoenix, AZ 85020","1,629 sq.ft.",4 beds,2 ,,"$585,000"
944,"8201 S 19TH Way, Phoenix, AZ 85042","2,277 sq.ft.",3 beds,2 ,,"$580,000"
945,"2834 E Fraktur Road, Phoenix, AZ 85040","1,744 sq.ft.",3 beds,2 ,,"$499,000"
946,"8026 N 10TH Street, Phoenix, AZ 85020","1,788 sq.ft.",3 beds,2 ,,"$499,000"
947,"1025 E HIGHLAND Avenue 34, Phoenix, AZ 85014","1,141 sq.ft.",2 beds,2 ,,"$400,000"
948,"1057 E BUTLER Drive C4, Phoenix, AZ 85020","1,147 sq.ft.",2 beds,2 ,,"$400,000"
949,"3131 N 54TH Avenue, Phoenix, AZ 85031","1,713 sq.ft.",4 beds,3 ,,"$399,900"
950,"8621 N 40TH Drive, Phoenix, AZ 85051","1,916 sq.ft.",4 beds,2 ,,"$396,900"
951,"1112 W NORTH Lane, Phoenix, AZ 85021","1,358 sq.ft.",3 beds,2 ,,"$390,000"
952,"18007 N 34TH Lane, Phoenix, AZ 85053","1,198 sq.ft.",3 beds,2 ,,"$350,000"
953,"22125 N 29TH Avenue 158, Phoenix, AZ 85027","1,322 sq.ft.",2 beds,3 ,,"$342,900"
954,"1804 W FRIER Drive, Phoenix, AZ 85021","1,316 sq.ft.",3 beds,2 ,,"$272,500"
955,"10828 N BILTMORE Drive 219, Phoenix, AZ 85029","1,036 sq.ft.",2 beds,2 ,,"$215,000"
956,"8608 N 14TH Street 226, Phoenix, AZ 85020",,,,,"$190,000"
957,"21626 N 23RD Avenue A203, Phoenix, AZ 85027",768 sq.ft.,2 beds,1 ,,"$159,900"
958,"527 E YUMA Street 40, Phoenix, AZ 85004",,,,,"$145,000"
959,"3823 W KINGS Avenue, Phoenix, AZ 85053",,3 beds,,,"$569,000"
960,"1850 N 51ST Street, Phoenix, AZ 85008",,,,,"$4,640,000"
961,"12 W KALER Drive, Phoenix, AZ 85021","4,405 sq.ft.",4 beds,4 ,,"$1,850,000"
962,"36648 N 27TH Avenue, Phoenix, AZ 85086","3,667 sq.ft.",4 beds,4 ,,"$1,200,000"
963,"1018 E PALO VERDE Drive, Phoenix, AZ 85014","1,966 sq.ft.",4 beds,2 ,,"$1,095,000"
964,"38507 N 27TH Avenue, Phoenix, AZ 85086","2,125 sq.ft.",4 beds,2 ,,"$1,050,000"
965,"4227 E CAMPBELL Avenue, Phoenix, AZ 85018",988 sq.ft.,3 beds,2 ,,"$995,000"
966,"20819 N 25TH Place B104, Phoenix, AZ 85050","18,877 sq.ft.",,,,"$766,395"
967,"14609 N 10TH Street, Phoenix, AZ 85022","2,469 sq.ft.",3 beds,3 ,,"$725,000"
968,"6340 W SADDLEHORN Road, Phoenix, AZ 85083","2,578 sq.ft.",4 beds,3 ,,"$645,000"
969,"920 E MITCHELL DR Drive 102, Phoenix, AZ 85014","2,212 sq.ft.",3 beds,3 ,,"$639,900"
970,"2226 W Calle Del Sol --, Phoenix, AZ 85085","2,161 sq.ft.",3 beds,2 ,,"$620,000"
971,"2720 W LAMAR Road, Phoenix, AZ 85017","2,242 sq.ft.",4 beds,3 ,,"$500,000"
972,"230 W ANGELA Drive, Phoenix, AZ 85023","1,950 sq.ft.",3 beds,2 ,,"$489,000"
973,"34720 N 26TH Avenue, Phoenix, AZ 85086","1,361 sq.ft.",3 beds,2 ,,"$475,000"
974,"3701 W EVANS Drive, Phoenix, AZ 85053","1,504 sq.ft.",4 beds,2 ,,"$474,995"
975,"5104 N 32ND Street 307, Phoenix, AZ 85018","1,257 sq.ft.",2 beds,2 ,,"$440,000"
976,"4809 E HAZEL Drive 1, Phoenix, AZ 85044","1,435 sq.ft.",2 beds,3 ,,"$409,000"
977,"8445 W MONTEROSA Street, Phoenix, AZ 85037","1,845 sq.ft.",4 beds,2 ,,"$405,000"
978,"34912 N 30TH Avenue, Phoenix, AZ 85086","1,100 sq.ft.",3 beds,2 ,,"$389,000"
979,"7737 W BONITOS Drive, Phoenix, AZ 85035","1,934 sq.ft.",4 beds,3 ,,"$379,900"
980,"3346 W JUNIPER Avenue, Phoenix, AZ 85053","1,136 sq.ft.",2 beds,2 ,,"$374,000"
981,"1813 N 38TH Drive, Phoenix, AZ 85009","1,356 sq.ft.",3 beds,2 ,,"$365,000"
982,"8420 S 2ND Avenue, Phoenix, AZ 85041","1,800 sq.ft.",4 beds,2 ,,"$359,900"
983,"4303 E CACTUS Road 315, Phoenix, AZ 85032",850 sq.ft.,1 beds,1 ,,"$349,900"
984,"8001 W MINNEZONA Avenue, Phoenix, AZ 85033",952 sq.ft.,3 beds,1 ,,"$348,500"
985,"2150 E bell Road 1086, Phoenix, AZ 85022","1,209 sq.ft.",2 beds,2 ,,"$321,900"
986,"8520 W PALM Lane 1061, Phoenix, AZ 85037","1,320 sq.ft.",3 beds,2 ,,"$315,000"
987,"4820 N 89TH Avenue 61, Phoenix, AZ 85037",976 sq.ft.,2 beds,2 ,,"$254,900"
988,"43033 N 18TH Street -, New River, AZ 85087",,,,,"$175,000"
989,"303 E South Mountain Avenue 75, Phoenix, AZ 85042","1,300 sq.ft.",3 beds,2 ,,"$132,000"
990,"2326 E MONTEBELLO Avenue, Phoenix, AZ 85016","2,321 sq.ft.",4 beds,4 ,,"$1,250,000"
991,"16210 S 36th Street, Phoenix, AZ 85048","3,621 sq.ft.",5 beds,4 ,,"$979,000"
992,"1240 E PAINT YOUR WAGON Trail, Phoenix, AZ 85085","2,940 sq.ft.",5 beds,4 ,,"$975,000"
993,"35326 N 27TH Lane, Phoenix, AZ 85086","3,905 sq.ft.",5 beds,4 ,,"$895,000"
994,"18239 N 46TH Street, Phoenix, AZ 85032","2,641 sq.ft.",3 beds,3 ,,"$789,000"
995,"2323 N CENTRAL Avenue 2001, Phoenix, AZ 85004","1,812 sq.ft.",2 beds,2 ,,"$750,000"
996,"2246 N EVERGREEN Street, Phoenix, AZ 85006","1,812 sq.ft.",3 beds,3 ,,"$650,000"
997,"914 E GOLDENROD Street, Phoenix, AZ 85048","1,996 sq.ft.",3 beds,2 ,,"$649,999"
998,"2947 E ROSE Lane, Phoenix, AZ 85016","1,185 sq.ft.",2 beds,2 ,,"$642,500"
999,"14858 S 46th Place, Phoenix, AZ 85044","2,080 sq.ft.",4 beds,3 ,,"$630,000"
1000,"1202 W PASADENA Avenue, Phoenix, AZ 85013","2,251 sq.ft.",4 beds,3 ,,"$625,000"
1001,"334 W MEDLOCK Drive A102, Phoenix, AZ 85013","1,677 sq.ft.",3 beds,2 ,,"$575,000"
1002,"1808 W LACEWOOD Place, Phoenix, AZ 85045","1,799 sq.ft.",4 beds,2 ,,"$540,000"
1003,"2315 E PINCHOT Avenue 130, Phoenix, AZ 85016","1,900 sq.ft.",3 beds,3 ,,"$525,000"
1004,"4067 E ASTER Drive, Phoenix, AZ 85032","1,541 sq.ft.",3 beds,2 ,,"$500,000"
1005,"822 E Ross Avenue, Phoenix, AZ 85024","2,178 sq.ft.",3 beds,3 ,,"$499,000"
1006,"1931 N 94TH Avenue, Phoenix, AZ 85037","2,555 sq.ft.",4 beds,3 ,,"$485,000"
1007,"3514 E TONTO Lane, Phoenix, AZ 85050","1,514 sq.ft.",3 beds,2 ,,"$475,000"
1008,"4732 N 54th Drive, Phoenix, AZ 85031","2,264 sq.ft.",4 beds,3 ,,"$450,000"
1009,"2428 E MONTECITO Avenue, Phoenix, AZ 85016","1,122 sq.ft.",2 beds,3 ,,"$440,000"
1010,"2121 W WESCOTT Drive, Phoenix, AZ 85027","1,272 sq.ft.",3 beds,2 ,,"$430,000"
1011,"19212 N 21ST Avenue, Phoenix, AZ 85027","1,387 sq.ft.",3 beds,2 ,,"$422,500"
1012,"2145 W BARWICK Drive, Phoenix, AZ 85085","1,520 sq.ft.",2 beds,3 ,,"$414,900"
1013,"919 E CHARLESTON Avenue, Phoenix, AZ 85022","1,214 sq.ft.",2 beds,2 ,,"$379,900"
1014,"2502 N 87TH Avenue N, Phoenix, AZ 85037","1,389 sq.ft.",3 beds,2 ,,"$369,000"
1015,"111 E PALM Lane C, Phoenix, AZ 85004","1,450 sq.ft.",2 beds,2 ,,"$369,000"
1016,"6609 N 41ST Drive, Phoenix, AZ 85019","1,541 sq.ft.",3 beds,2 ,,"$359,900"
1017,"720 E ALICE Avenue 109, Phoenix, AZ 85020",850 sq.ft.,2 beds,2 ,,"$184,900"
1018,"2439 N 38th Pl, Phoenix, AZ 85008","1,997 sq.ft.",4 beds,,,"$695,000"
1019,"27406 N 22ND Lane, Phoenix, AZ 85085","4,464 sq.ft.",5 beds,4 ,,"$900,000"
1020,"2338 E MESCAL Street, Phoenix, AZ 85028","1,912 sq.ft.",3 beds,2 ,,"$829,900"
1021,"2015 E TURNEY Avenue, Phoenix, AZ 85016","1,970 sq.ft.",3 beds,3 ,,"$825,000"
1022,"6205 N 29TH Place, Phoenix, AZ 85016","1,710 sq.ft.",2 beds,2 ,,"$675,000"
1023,"15209 N 5TH Avenue, Phoenix, AZ 85023","2,394 sq.ft.",3 beds,2 ,,"$650,000"
1024,"4955 E INDIAN SCHOOL Road 9, Phoenix, AZ 85018","1,175 sq.ft.",2 beds,3 ,,"$625,000"
1025,"1622 E CORTEZ Street, Phoenix, AZ 85020","2,050 sq.ft.",3 beds,1 ,,"$625,000"
1026,"802 E EDGEMONT Avenue, Phoenix, AZ 85006","1,889 sq.ft.",3 beds,1 ,,"$588,000"
1027,"2427 W LUCIA Drive, Phoenix, AZ 85085","1,982 sq.ft.",3 beds,3 ,,"$555,000"
1028,"2.5 Acres W Saddle Mountain Road 1, Phoenix, AZ 85086",,,,,"$510,000"
1029,"14245 N 22ND Street, Phoenix, AZ 85022","1,193 sq.ft.",3 beds,2 ,,"$500,000"
1030,"15032 N 24TH Place, Phoenix, AZ 85032","1,772 sq.ft.",4 beds,2 ,,"$499,999"
1031,"21320 N 56th Street 2114, Phoenix, AZ 85054","1,408 sq.ft.",2 beds,2 ,,"$498,000"
1032,"6529 W PASO Trail, Phoenix, AZ 85083","1,571 sq.ft.",3 beds,2 ,,"$490,000"
1033,"2618 E FREMONT Road, Phoenix, AZ 85042","1,548 sq.ft.",3 beds,2 ,,"$462,900"
1034,"8221 N 9TH Street, Phoenix, AZ 85020","1,203 sq.ft.",3 beds,1 ,,"$410,000"
1035,"4619 E MCKINLEY Street, Phoenix, AZ 85008","1,118 sq.ft.",4 beds,3 ,,"$409,000"
1036,"4229 W IRWIN Avenue, Phoenix, AZ 85041","1,615 sq.ft.",3 beds,3 ,,"$365,500"
1037,"11640 N TATUM Boulevard 2012, Phoenix, AZ 85028",866 sq.ft.,1 beds,1 ,,"$364,500"
1038,"2025 E CAMPBELL Avenue 164, Phoenix, AZ 85016","1,006 sq.ft.",2 beds,2 ,,"$315,000"
1039,"6767 N 7TH Street 227, Phoenix, AZ 85014","1,275 sq.ft.",2 beds,2 ,,"$315,000"
1040,"4635 N 22ND Street 118, Phoenix, AZ 85016","1,500 sq.ft.",2 beds,2 ,,"$315,000"
1041,"1720 E THUNDERBIRD Road 1126, Phoenix, AZ 85022",660 sq.ft.,1 beds,1 ,,"$220,000"
1042,"1432 N 54TH Avenue, Phoenix, AZ 85043",900 sq.ft.,2 beds,1 ,,"$179,000"
1043,"4307 N 21ST Drive 3, Phoenix, AZ 85015",900 sq.ft.,2 beds,2 ,,"$175,000"
1044,"19802 N 32nd Street 28, Phoenix, AZ 85050","1,152 sq.ft.",2 beds,2 ,,"$90,000"
1045,"802 E Orchid Lane, Phoenix, AZ 85020","1,812 sq.ft.",3 beds,,,"$475,000"
1046,"20240 N 10th Ave, Phoenix, AZ 85027",,2 beds,1 ,,"$300,000"
1047,"1101 E Dolores Road, Phoenix, AZ 85086","3,038 sq.ft.",4 beds,4 ,,"$1,090,000"
1048,"1431 W Spirit Drive, Anthem, AZ 85086","2,544 sq.ft.",3 beds,3 ,,"$675,000"
1049,"2512 W Brookhart Way, Phoenix, AZ 85085","2,294 sq.ft.",4 beds,2 ,,"$599,900"
1050,"21442 N 34TH Drive, Phoenix, AZ 85027","1,600 sq.ft.",3 beds,2 ,,"$432,000"
1051,"2215 W UTOPIA Road, Phoenix, AZ 85027","1,750 sq.ft.",3 beds,2 ,,"$429,900"
1052,"3006 N 37TH Street 9, Phoenix, AZ 85018","1,554 sq.ft.",2 beds,3 ,,"$425,000"
1053,"3158 N 24TH Drive, Phoenix, AZ 85015","1,450 sq.ft.",3 beds,2 ,,"$409,900"
1054,"4465 E PARADISE VILLAGE Parkway S 1163, Phoenix, AZ 85032","1,234 sq.ft.",2 beds,2 ,,"$395,000"
1055,"2868 W ORCHID Lane, Phoenix, AZ 85051","1,180 sq.ft.",3 beds,2 ,,"$350,000"
1056,"1836 E ATLANTA Avenue, Phoenix, AZ 85040","1,205 sq.ft.",3 beds,1 ,,"$330,000"
1057,"5159 W VERNON Avenue, Phoenix, AZ 85035","1,038 sq.ft.",2 beds,1 ,,"$325,000"
1058,"5947 W ROANOKE Avenue, Phoenix, AZ 85035",994 sq.ft.,2 beds,1 ,,"$324,900"
1059,"7201 W ALVARADO Road, Phoenix, AZ 85035",840 sq.ft.,2 beds,1 ,,"$310,000"
1060,"2516 W MADISON Street, Phoenix, AZ 85009","1,200 sq.ft.",3 beds,2 ,,"$279,000"
1061,"11036 N 28 Drive 210, Phoenix, AZ 85029","1,281 sq.ft.",3 beds,2 ,,"$270,000"
1062,"4741 E BELLEVIEW Street, Phoenix, AZ 85008",968 sq.ft.,2 beds,2 ,,"$209,900"
1063,"7126 N 19TH Avenue 212, Phoenix, AZ 85021","1,020 sq.ft.",2 beds,2 ,,"$189,900"
1064,"732 E Mountain View Road 10, Phoenix, AZ 85021",,,,,"$140,000"
1065,"4433 E Acoma Drive, Phoenix, AZ 85032","2,000 sq.ft.",3 beds,,,"$699,900"
1066,"2209 W MELINDA Lane, Phoenix, AZ 85027","5,179 sq.ft.",,,,"$1,150,000"
1067,"38913 N 21ST Avenue, Phoenix, AZ 85086","1,711 sq.ft.",4 beds,2 ,,"$770,000"
1068,"801 E ROVEY Avenue, Phoenix, AZ 85014","1,988 sq.ft.",3 beds,3 ,,"$759,000"
1069,"1 E LEXINGTON Avenue 1101, Phoenix, AZ 85012","1,261 sq.ft.",2 beds,2 ,,"$575,000"
1070,"6502 N CENTRAL Avenue B103, Phoenix, AZ 85012","1,444 sq.ft.",2 beds,2 ,,"$575,000"
1071,"20 E HATCHER Road, Phoenix, AZ 85020","1,342 sq.ft.",2 beds,1 ,,"$475,000"
1072,"10421 S 49th Street, Phoenix, AZ 85044","1,175 sq.ft.",2 beds,2 ,,"$385,000"
1073,"3913 W WINDSOR Avenue, Phoenix, AZ 85009","1,344 sq.ft.",3 beds,2 ,,"$349,900"
1074,"4636 E APOLLO Road, Phoenix, AZ 85042","1,180 sq.ft.",3 beds,2 ,,"$345,000"
1075,"5011 S 20th Place, Phoenix, AZ 85040","1,057 sq.ft.",3 beds,2 ,,"$339,900"
1076,"6530 N 12TH Street 2, Phoenix, AZ 85014","1,120 sq.ft.",2 beds,2 ,,"$324,000"
1077,"6035 N 31ST Drive, Phoenix, AZ 85017","1,508 sq.ft.",3 beds,2 ,,"$295,000"
1078,"3434 W DANBURY Drive A204, Phoenix, AZ 85053",896 sq.ft.,2 beds,2 ,,"$235,000"
1079,"8841 N 6TH Street, Phoenix, AZ 85020",650 sq.ft.,2 beds,1 ,,"$230,000"
1080,"35xxx N 3rd Street -, Phoenix, AZ 85086",,,,,"$224,900"
1081,"6236 N 16TH Street 14, Phoenix, AZ 85016",890 sq.ft.,1 beds,1 ,,"$215,000"
1082,"8817 N 12th Place, Phoenix, AZ 85020",924 sq.ft.,2 beds,,,"$269,900"
1083,"2650 W Union Hills Dr 34, Phoenix, AZ 85027","1,440 sq.ft.",2 beds,2 ,,"$115,000"
1084,"2650 W Union Hills Dr 22, Phoenix, AZ 85027",720 sq.ft.,2 beds,2 ,,"$60,000"
1085,"5323 N 6TH Street, Phoenix, AZ 85012","2,800 sq.ft.",5 beds,5 ,,"$1,299,999"
1086,"1045 E CLOUD Road, Phoenix, AZ 85086","4,194 sq.ft.",4 beds,2 ,,"$1,200,000"
1087,"946 W ROMA Avenue, Phoenix, AZ 85013","2,227 sq.ft.",4 beds,3 ,,"$779,000"
1088,"1326 N CENTRAL Avenue 413, Phoenix, AZ 85004","1,491 sq.ft.",2 beds,2 ,,"$699,000"
1089,"3526 E WINDSONG Drive, Phoenix, AZ 85048","2,079 sq.ft.",3 beds,2 ,,"$630,000"
1090,"2410 N 40th Street Street, Phoenix, AZ 85008","1,999 sq.ft.",3 beds,2 ,,"$629,000"
1091,"2928 E FRAKTUR Road, Phoenix, AZ 85040","1,923 sq.ft.",3 beds,2 ,,"$499,000"
1092,"2230 E BELMONT Avenue, Phoenix, AZ 85020","2,313 sq.ft.",3 beds,2 ,,"$1,575,000"
1093,"2415 E COCHISE Road, Phoenix, AZ 85028","2,284 sq.ft.",4 beds,2 ,,"$840,000"
1094,"35338 N 27TH Drive, Phoenix, AZ 85086","4,177 sq.ft.",4 beds,4 ,,"$834,900"
1095,"3031 E CHOLLA Street, Phoenix, AZ 85028","1,769 sq.ft.",3 beds,2 ,,"$715,900"
1096,"25912 N 22ND Lane, Phoenix, AZ 85085","2,568 sq.ft.",3 beds,3 ,,"$649,990"
1097,"3338 E BRIARWOOD Terrace, Phoenix, AZ 85048","2,371 sq.ft.",3 beds,3 ,,"$649,000"
1098,"39528 N PINION HILLS Court 53, Anthem, AZ 85086","1,230 sq.ft.",3 beds,2 ,,"$440,000"
1099,"6900 E PRINCESS Drive 1145, Phoenix, AZ 85054","1,093 sq.ft.",3 beds,2 ,,"$415,000"
1100,"115 N 33RD Avenue, Phoenix, AZ 85009","1,531 sq.ft.",3 beds,1 ,,"$349,900"
1101,"7101 N 36TH Avenue 104, Phoenix, AZ 85051","1,024 sq.ft.",2 beds,2 ,,"$189,900"
1102,"2325 East Dry Wood Road, Phoenix, AZ 85024","5,172 sq.ft.",5 beds,6 ,,"$2,295,000"
1103,"1250 E Smokehouse Trail, Phoenix, AZ 85085","4,124 sq.ft.",4 beds,5 ,,"$1,455,000"
1104,"1230 E Smokehouse Trail, Phoenix, AZ 85085","3,038 sq.ft.",6 beds,4 ,,"$1,445,000"
1105,"4509 E ACOMA Drive, Phoenix, AZ 85032","3,393 sq.ft.",8 beds,7 ,,"$1,290,000"
1106,"38718 N 24th Avenue, Phoenix, AZ 85086","2,926 sq.ft.",4 beds,4 ,,"$1,250,000"
1107,"3601 E BROOKWOOD Court, Phoenix, AZ 85048","4,300 sq.ft.",6 beds,4 ,,"$1,100,000"
1108,"3538 E Squawbush Place, Phoenix, AZ 85044","3,010 sq.ft.",4 beds,3 ,,"$895,000"
1109,"15252 S 30TH Place, Phoenix, AZ 85048","3,149 sq.ft.",5 beds,3 ,,"$859,900"
1110,"3433 E TOPEKA Drive, Phoenix, AZ 85050","2,633 sq.ft.",4 beds,3 ,,"$775,000"
1111,"4070 E COOLBROOK Avenue, Phoenix, AZ 85032","1,848 sq.ft.",3 beds,2 ,,"$599,000"
1112,"935 E DENTON Lane, Phoenix, AZ 85014","1,206 sq.ft.",3 beds,2 ,,"$585,000"
1113,"4140 E WHITE ASTER Street, Phoenix, AZ 85044","1,829 sq.ft.",4 beds,2 ,,"$565,000"
1114,"4140 N 21ST Street 5, Phoenix, AZ 85016","2,027 sq.ft.",3 beds,3 ,,"$547,500"
1115,"4032 N 11TH Avenue, Phoenix, AZ 85013","2,501 sq.ft.",3 beds,3 ,,"$539,000"
1116,"4016 N 13TH Avenue, Phoenix, AZ 85013","2,798 sq.ft.",5 beds,3 ,,"$539,000"
1117,"3841 W GRANDVIEW Road, Phoenix, AZ 85053","1,956 sq.ft.",3 beds,2 ,,"$499,900"
1118,"18614 N 16th Place, Phoenix, AZ 85024","1,574 sq.ft.",3 beds,2 ,,"$495,000"
1119,"1021 E IAN Drive, Phoenix, AZ 85042","1,760 sq.ft.",3 beds,2 ,,"$429,950"
1120,"615 E PORTLAND Street 118, Phoenix, AZ 85004","1,238 sq.ft.",2 beds,2 ,,"$429,900"
1121,"4033 E HARTFORD Avenue, Phoenix, AZ 85032","1,080 sq.ft.",2 beds,1 ,,"$425,000"
1122,"5011 W AVALON Drive, Phoenix, AZ 85031","2,048 sq.ft.",4 beds,3 ,,"$410,000"
1123,"2916 W FLYNN Lane, Phoenix, AZ 85017","1,955 sq.ft.",4 beds,2 ,,"$380,000"
1124,"5811 S 10TH Street, Phoenix, AZ 85040","1,641 sq.ft.",4 beds,2 ,,"$376,000"
1125,"437 N 20TH Avenue, Phoenix, AZ 85009","1,401 sq.ft.",4 beds,2 ,,"$375,000"
1126,"3833 W SIERRA Street, Phoenix, AZ 85029","1,590 sq.ft.",3 beds,2 ,,"$372,000"
1127,"6739 W MINNEZONA Avenue, Phoenix, AZ 85033","1,665 sq.ft.",3 beds,3 ,,"$372,000"
1128,"2523 W EMILE ZOLA Avenue, Phoenix, AZ 85029","1,721 sq.ft.",3 beds,2 ,,"$359,000"
1129,"2120 E GREENWAY Road, Phoenix, AZ 85022","1,054 sq.ft.",2 beds,2 ,,"$329,900"
1130,"2541 W MONTE CRISTO Avenue, Phoenix, AZ 85023","1,225 sq.ft.",2 beds,3 ,,"$305,000"
1131,"9020 W HIGHLAND Avenue 111, Phoenix, AZ 85037",803 sq.ft.,2 beds,2 ,,"$229,000"
1132,"303 E South Mountain Avenue 60, Phoenix, AZ 85042",896 sq.ft.,2 beds,1 ,,"$65,000"
1133,"1955 E CLUBHOUSE Drive, Phoenix, AZ 85048","2,980 sq.ft.",4 beds,3 ,,"$1,100,000"
1134,"546 W LEWIS Avenue, Phoenix, AZ 85003","1,929 sq.ft.",3 beds,2 ,,"$829,900"
1135,"2937 E OSBORN Road, Phoenix, AZ 85016","1,500 sq.ft.",3 beds,3 ,,"$599,999"
1136,"20003 N 20TH Way, Phoenix, AZ 85024","2,178 sq.ft.",3 beds,3 ,,"$580,000"
1137,"1904 W CHISUM Trail, Phoenix, AZ 85085","1,992 sq.ft.",3 beds,3 ,,"$579,990"
